,sentence_id,text,type
1909,6887,Skærbæk,LOC
1910,6889,Tønder,LOC
1911,6889,Trine,PER
1912,6899,acord,ORG
1913,6904,Peter,PER
1914,6906,N. Kjær,PER
1915,6907,Niels,PER
1916,6907,N.,PER
1917,6909,Konov,PER
1918,6910,Peter,PER
1919,6911,Trine,PER
1920,6921,Peter,PER
1921,6925,Konov,PER
1922,6948,N.Skau,PER
1923,6957,Maren,PER
1924,6957,Sine,PER
1925,6957,Olga,PER
1926,6957,Spetakkel,PER
1927,6958,Jes,PER
1928,6959,Andreas,PER
1929,6959,Frederik Lunds,PER
1930,6959,Bestemor,PER
1931,6962,Jens Busks,PER
1932,6969,Johansen,PER
1933,6971,Mærsk,PER
1934,6971,Ole Jessen,PER
1935,6973,Barsballe,LOC
1936,6983,Trine,PER
1937,6989,Konov,PER
1938,6989,Frits,PER
1939,7005,Trine,PER
1940,7005,Signe,PER
1941,7011,Konovs,PER
1942,7013,Ersatz Batl,ORG
1943,7015,Nordslesvig,LOC
1944,7025,Peter,PER
1945,7034,Fyn,LOC
1946,7042,Konov,PER
1947,7048,Werther,PER
1948,7048,Marsk,PER
1949,7055,Konow,PER
1950,7056,Wilhelm Konow,PER
1951,7056,PM's,ORG
1952,7063,Fyn,LOC
1953,7069,Uffe,PER
1954,7071,Trine,PER
1955,7071,Signe,PER
1956,7071,Thorvald,PER
1957,7075,Peter,PER
1958,7079,Konovs,PER
1959,7085,Leutn,PER
1960,7091,Guds,PER
1961,7093,Trine,PER
1962,7095,Fritz Schwartz,PER
1963,7095,Holland,LOC
1964,7095,Braunsberg,LOC
1965,7096,San,PER
1966,7113,Konov,PER
1967,7133,Peter Marsk,PER
1968,7133,Petersen,PER
1969,7133,Luvrup,LOC
1970,7136,Varschau,LOC
1971,7143,Laurids Lund,PER
1972,7148,Peter,PER
1973,7155,Petersen,PER
1974,7156,Tyskland,LOC
1975,7157,Peter,PER
1976,7160,Feldlaz,LOC
1977,7161,Madsen,PER
1978,7164,Trine,PER
1979,7167,P. Petersen,PER
1980,7169,Peter,PER
1981,7170,Petersen,PER
1982,7176,Roagger Sogn,LOC
1983,7179,Peter,PER
1984,7182,Konov,PER
1985,7187,Novo Aleksandrov,LOC
1986,7187,Utschany,LOC
1987,7187,Swenschany,LOC
1988,7194,Peter,PER
1989,7195,Konov,PER
1990,7196,Trine,PER
1991,7197,P.,PER
1992,7206,Holst,PER
1993,7214,Førde-banen,LOC
1994,7214,Novo Aleksandrov,LOC
1995,7216,A.O.K.,ORG
1996,7216,Officers Kasinoen,LOC
1997,7219,Ponewietz,LOC
1998,7221,Jelovka,LOC
1999,7222,Jelovka,LOC
2000,7222,Jelovka,LOC
2001,7225,Konov,PER
2002,7225,Leutn,PER
2003,7231,P. Varming,PER
2004,7231,Gånsager,LOC
2005,7232,Trine,PER
2006,7238,Jørn,PER
2007,7240,Grete,PER
2008,7241,Fritz Schwartz,PER
2009,7242,E. Skopnik,PER
2010,7246,Braunsberg,PER
2011,7248,Jelovka,LOC
2012,7248,Weissensee,LOC
2013,7248,Georg Petersens Grav,PER
2014,7249,Anna Petersen,PER
2015,7254,Keks,PER
2016,7258,Thomas,PER
2017,7260,Thomas,PER
2018,7268,Novo Aleksandrov,LOC
2019,7269,Skibelund,LOC
2020,7269,Uffe,PER
2021,7269,P. Varming,PER
2022,7269,Skibelund,LOC
2023,7273,Ole Jensen,PER
2024,7274,Maren,PER
2025,7275,Ole,PER
2026,7277,Tyskland,LOC
2027,7282,Madsen,PER
2028,7283,Hans Hansens,PER
2029,7283,Ullerup,LOC
2030,7286,Trine,PER
2031,7296,Aleksandrov,LOC
2032,7298,Aleksandrov,LOC
2033,7298,Berlin,LOC
2034,7300,Soldaterhjemmet,LOC
2035,7300,Braunsberg,LOC
2036,7301,Lankars,PER
2037,7308,Tyskland,LOC
2038,7311,Konov,PER
2039,7311,Konov sine,PER
2040,7314,Ponovitz,ORG
2041,7328,Uffe,PER
2042,7331,Konov,PER
2043,7335,Trine,PER
2044,7345,Maren Jessen,PER
2045,7345,Ole,PER
2046,7347,Ole,PER
2047,7349,Niels Kjær,PER
2048,7353,Peter,PER
2049,7357,Maren,PER
2050,7357,Østerobling,LOC
2051,7372,Scholtz,PER
2052,7374,Uzjany,PER
2053,7374,Poniewitz,LOC
2054,7378,A.O.K.,PER
2055,7382,Leutn,PER
2056,7385,Trine,PER
2057,7388,Laurids Lund,PER
2058,7388,Peter,PER
2059,7388,Åbenrå,ORG
2060,7393,Uffe,PER
2061,7398,Peter,PER
2062,7407,Niels Skau,PER
2063,7411,Laurids Lund,PER
2064,7415,Konov,PER
2065,7417,Doris Jepsen,PER
2066,7420,Trine,PER
2067,7426,Jelovka,LOC
2068,7439,Trine,PER
2069,7439,Peter,PER
2070,7445,Peter,PER
2071,7454,Jelovka,LOC
2072,7456,Konov,PER
2073,7459,Ordonanser,LOC
2074,7466,Konov,PER
2075,7468,Märsk,PER
2076,7477,Konov,PER
2077,7481,Hejmdal,ORG
2078,7481,Nordsøen,LOC
2079,7482,Danmark,LOC
2080,7492,Komp,ORG
2081,7494,Johanne Bejer,PER
2082,7494,Mecklenborg,LOC
2083,7495,Kjesten Riber,PER
2084,7496,Fritz,PER
2085,7496,Johannesborg,LOC
2086,7505,Niels Skau,PER
2087,7514,Niels Kjær,PER
2088,7519,Konov,PER
2089,7521,Kitscheners,PER
2090,7523,England,LOC
2091,7525,England,LOC
2092,7534,Märsk,PER
2093,7541,Hindenborgs,PER
2094,7542,Hindenborgs,PER
2095,7543,Gud,PER
2096,7548,Uffe,PER
2097,7550,Konov,PER
2098,7551,Gud,PER
2099,7551,Trine,PER
2100,7557,Trine,PER
2101,7558,P.,PER
2102,7568,Holst,PER
2103,7574,Georg Stilke,PER
2104,7574,Berlin NW,LOC
2105,7575,Berlin,LOC
2106,7586,Russerne,LOC
2107,7587,kanske,PER
2108,7590,Trine,PER
2109,7599,Sandbjærg,LOC
2110,7599,P. Højer,LOC
2111,7605,Niels Skau,PER
2112,7613,Konov,PER
2113,7613,Konov,PER
2114,7613,Peter,PER
2115,7618,Konov,PER
2116,7620,Leutn,PER
2117,7622,P. Maler,PER
2118,7624,P. Maler,PER
2119,7624,Søren,PER
2120,7646,Bromberg,PER
2121,7646,Märsk,PER
2122,7646,sjøv,PER
2123,7647,Gefr,PER
2124,7652,Märsk,PER
2125,7652,Bromberg,PER
2126,7663,Tyskland,LOC
2127,7666,Peter,PER
2128,7676,Laz,LOC
2129,7682,Peter,PER
2130,7683,Gud,PER
2131,7690,England,LOC
2132,7692,Feldpoststation,LOC
2133,7696,Holst,PER
2134,7707,Georg Petersen,PER
2135,7712,Fyn,LOC
2136,7715,Konov,PER
2137,7715,Konov,PER
2138,7721,Trine,PER
2139,7722,ny kvarter,LOC
2140,7724,Ponnevittz,PER
2141,7728,Borovikischki,PER
2142,7730,Rautensee,LOC
2143,7740,Fyns,LOC
2144,7754,Peter,PER
2145,7756,Marsk,LOC
2146,7759,Holst,PER
2147,7760,Poniewiez,PER
2148,7777,Peter,PER
2149,7783,Konov,PER
2150,7793,K.,PER
2151,7798,Unteroffz,ORG
2152,7799,Lange,PER
2153,7800,Major,PER
2154,7807,Borris,LOC
2155,7807,Bredebro,LOC
2156,7821,Tyskland,LOC
2157,7822,Dau Hagenbæg,PER
2158,7822,Thorvald,PER
2159,7823,Tyrol,LOC
2160,7823,Laz,LOC
2161,7825,Henningsen,PER
2162,7825,Hamborg,LOC
2163,7826,Hamborg,LOC
2164,7828,Berlin,LOC
2165,7829,Berlin,LOC
2166,7838,Hans Nissen,PER
2167,7838,Verdun,PER
2168,7842,Peter,PER
2169,7843,Trine,PER
2170,7847,Petersen,PER
2171,7863,Peter,PER
2172,7865,Gefr,ORG
2173,7869,Flieger,PER
2174,7878,Braunsberg,LOC
2175,7883,Tønder Banegård,LOC
2176,7884,Thelegram,ORG
2177,7885,Peter,PER
2178,7895,Trine,PER
2179,7896,Berlin,LOC
2180,7897,Hamborg,LOC
2181,7904,Trine,PER
2182,7906,Hamborg,LOC
2183,7907,Tønder,LOC
2184,7907,Elms-horn,LOC
2185,7908,Hamborg,LOC
2186,7909,Harkau,LOC
2187,7910,Berlin,LOC
2188,7912,Konov,PER
2189,7918,Konov,PER
2190,7922,Leutn,PER
2191,7922,Konov,PER
2192,7938,Konov Depot,ORG
2193,7939,Regt,ORG
2194,7943,Peter,PER
2195,7945,Peter,PER
2196,7949,Uffe,PER
2197,7949,Iver,PER
2198,7954,Skærbæk,LOC
2199,7971,Trine,PER
2200,7971,Skærbæk,LOC
2201,7975,Gud,PER
2202,7979,Trine,PER
2203,7983,Konov,PER
2204,7985,Konov,PER
2205,7989,Konov,PER
2206,7994,Skærbæk,LOC
2207,7998,Anders Enkjær,PER
2208,8001,Trine,PER
2209,8016,Peter,PER
2210,8025,Peter,PER
2211,8027,Peter,PER
2212,8038,Konov,PER
2213,8043,Uffes,PER
2214,8044,Uffe,PER
2215,8061,Regt,PER
2216,8065,Uffe,PER
2217,8065,Trine,PER
2218,8068,Konov,PER
2219,8069,Trine,PER
2220,8071,Konov,PER
2221,8075,Madsen,PER
2222,8084,Konov,PER
2223,8088,Ludvig Skomager,PER
2224,8092,Konov,PER
2225,8096,Signes,PER
2226,8096,hendes,PER
2227,8102,Vester Engene,LOC
2228,8102,Ravnhold,PER
2229,8107,Skærbæk,LOC
2230,8107,Signe,PER
2231,8113,Trine,PER
2232,8114,Trine,PER
2233,8120,Åbling,LOC
2234,8121,lee,PER
2235,8134,Peter,PER
2236,8145,Gud,PER
2237,8149,Elsass,LOC
2238,8152,Danmark,LOC
2239,8162,Konow,PER
2240,8165,Konov,PER
2241,8174,Uffe,PER
2242,8178,Vallekilde,LOC
2243,8182,Uffe,PER
2244,8183,Peter,PER
2245,8184,Signe,PER
2246,8185,Marjanowka,PER
2247,8187,Goldmann,PER
2248,8190,Emil Bentsch,PER
2249,8192,Konow,PER
2250,8195,Bromberg,PER
2251,8199,Tyskland,LOC
2252,8200,Regt,ORG
2253,8201,Bromberg,LOC
2254,8201,Regt,PER
2255,8206,Peter,PER
2256,8210,Peter,PER
2257,8211,Trine,PER
2258,8216,Holst,PER
2259,8223,Hannover,LOC
2260,8228,Røde Kors,LOC
2261,8230,Konov,PER
2262,8243,Regt,PER
2263,8249,Frankfurt,LOC
2264,8250,Røde Kors,ORG
2265,8254,Regt,ORG
2266,8259,Regt,PER
2267,8261,P.H. Bejer,PER
2268,8261,Strassburg,LOC
2269,8264,Rusland,LOC
2270,8267,Rentsch,PER
2271,8269,Peter,PER
2272,8279,Frankfurt,LOC
2273,8280,Røde Kors,ORG
2274,8301,Marjanovka,LOC
2275,8304,Peter,PER
2276,8311,Konov hænter,PER
2277,8315,Peter,PER
2278,8319,Bentsch,PER
2279,8320,Rusland,LOC
2280,8327,M.,ORG
2281,8330,Konov,PER
2282,8340,Preiburg,LOC
2283,8341,Rhinen,LOC
2284,8341,Col-mar,LOC
2285,8342,Colmar,LOC
2286,8358,Julemanden,PER
2287,8359,Peter,PER
2288,8365,Konow,PER
2289,8368,Konow,PER
2290,8370,Konow,PER
2291,8404,Ludvig,PER
2292,8408,Konow,PER
2293,8414,Obl. Grabovski,PER
2294,8415,Major Rrause,PER
2295,8415,Regt,ORG
2296,8418,L.D.K. Siebert,PER
2297,8420,Peter,PER
2298,8421,Trine,PER
2299,8429,Konov,PER
2300,8443,K.,PER
2301,8444,Gud,PER
2302,8445,Peter,PER
2303,8447,Hamborg,LOC
2304,8448,Isenheim,LOC
2305,8448,Ensisheim,LOC
2306,8450,M.,PER
2307,8450,Mülhausen,LOC
2308,8458,Søren Møller,PER
2309,8461,Søren,PER
2310,8464,Rusland,LOC
2311,8466,Russerne,LOC
2312,8466,Marjanovka,LOC
2313,8466,Steinse,LOC
2314,8466,Jelovka,LOC
2315,8468,Hamborg,LOC
2316,8469,Ensisheim,LOC
2317,8472,Mühlhausen,PER
2318,8476,Konov,PER
2319,8481,Hannover,LOC
2320,8482,Jan.,LOC
2321,8490,M. Skau Semmested,ORG
2322,8494,Peter,PER
2323,8501,Regt,PER
2324,8506,Skibelund,LOC
2325,8507,Laz,LOC
2326,8524,Konov,PER
2327,8524,Feldveblens,PER
2328,8530,Ensisheim,LOC
2329,8530,Isenheim,LOC
2330,8531,Ensisheim,LOC
2331,8533,Isenheim,LOC
2332,8534,Isenheim,LOC
2333,8538,Miihlhausen,PER
2334,8539,Bollweiler Isenheim,LOC
2335,8542,Rusland,LOC
2336,8545,Isenheim,PER
2337,8548,Ensisheim,LOC
2338,8549,Isenheim,LOC
2339,8557,Pulversheim Schonheim,LOC
2340,8557,Bollweiler,LOC
2341,8561,Peter,PER
2342,8565,Signe,PER
2343,8567,Signe,PER
2344,8573,Konov,PER
2345,8578,Ensisheim,LOC
2346,8579,E.,LOC
2347,8579,Waldighofen,LOC
2348,8582,Schweitzen,LOC
2349,8583,M.,PER
2350,8595,Ensisheim,LOC
2351,8595,Byro-Per-sonalet,ORG
2352,8596,Isenheim,LOC
2353,8604,Pulversheim Schonheim,LOC
2354,8604,Bollweiler,LOC
2355,8605,heim,ORG
2356,8605,Rusland,LOC
2357,8606,Westen,LOC
2358,8606,Rusland,LOC
2359,8610,Konov,PER
2360,8613,Peter,PER
2361,8617,Uffe,PER
2362,8621,Uffe,PER
2363,8622,Leutn,PER
2364,8623,Batl,ORG
2365,8627,Trine Gad Roagger,PER
2366,8637,Søren Møller,PER
2367,8639,Uffe,PER
2368,8639,hans Leutn,PER
2369,8642,Peter,PER
2370,8645,Konov,PER
2371,8652,Rusland,LOC
2372,8653,Byroet,LOC
2373,8658,Bromberg,PER
2374,8660,Bromberg,PER
2375,8668,Peter,PER
2376,8678,Bromberg,PER
2377,8678,Major,PER
2378,8680,Berlin,LOC
2379,8692,Asmus Rahr,PER
2380,8698,Byro,PER
2381,8699,Rønn,PER
2382,8713,Signe,PER
2383,8713,Asmus,PER
2384,8715,Asmus,PER
2385,8715,Asmus,PER
2386,8716,Signe,PER
2387,8717,P.G.,PER
2388,8726,Asmus Rahr,PER
2389,8729,Ensisheim,LOC
2390,8729,Mühlhausen,LOC
2391,8729,Waldighofen,LOC
2392,8732,Feldburg,LOC
2393,8739,Offiz,PER
2394,8747,Marjanovka,PER
2395,8762,J.M.,PER
2396,8763,Konov,PER
2397,8772,Rønne,PER
2398,8776,Pfist,LOC
2399,8777,Hans Nissen,PER
2400,8778,Thorvald Daus Feldbrev,PER
2401,8778,Hejmdal,LOC
2402,8779,Hejmdal,PER
2403,8787,Eriksen,PER
2404,8798,Trine,PER
2405,8804,Iver,PER
2406,8809,Uffe,PER
2407,8815,Peter,PER
2408,8817,Signe,PER
2409,8829,Peter,PER
2410,8829,Jens,PER
2411,8829,Peter,PER
2412,8830,H. Lassen,PER
2413,8833,Gud,PER
2414,8836,Frits Bejer,PER
2415,8844,Mühlhausen,PER
2416,8849,Bakkely,LOC
2417,8853,Trine,PER
2418,8854,Uffe,PER
2419,8855,Guds,PER
2420,8862,Marsk,PER
2421,8868,Ludvig Johansen,PER
2422,8871,Frankfurt a / m Erfurt Halle,LOC
2423,8872,Regt,PER
2424,8874,Frankfurt a / m,ORG
2425,8876,Weimar,LOC
2426,8881,Halle,LOC
2427,8881,Hauptra,PER
2428,8887,Magdeborg,LOC
2429,8887,Stendal,LOC
2430,8887,Leutn,PER
2431,8889,Feldburg,LOC
2432,8892,Magdeburgergaden,LOC
2433,8897,Stendal,LOC
2434,8897,Rittergodset,LOC
2435,8898,Stendal,PER
2436,8899,Peter,PER
2437,8903,Dortmont,ORG
2438,8903,Frankfurt a / M.,ORG
2439,8906,Peter,PER
2440,8917,Stendal,LOC
2441,8919,Hannover Cøln,LOC
2442,8919,Regt,ORG
2443,8927,Hannover,LOC
2444,8927,Frank furt,LOC
2445,8930,Trier,LOC
2446,8930,Heidelberg,LOC
2447,8930,Karlsruhe,LOC
2448,8930,Strass-borg,LOC
2449,8932,Strass-borg,LOC
2450,8932,Mühlhausen,PER
2451,8934,Waldighofen,LOC
2452,8935,Regt,PER
2453,8950,Peter,PER
2454,8959,Trine,PER
2455,8961,Søren Møller,PER
2456,8985,Trine,PER
2457,8985,Peter,PER
2458,8985,Trine,PER
2459,8987,Peter,PER
2460,8989,H. Nissen,PER
2461,8989,Uffe,PER
2462,8989,Trine,PER
2463,8998,Rønne,PER
2464,9001,Søren Møller,PER
2465,9006,Ru,ORG
2466,9010,Søren,PER
2467,9013,Søren,PER
2468,9013,P. Varming,PER
2469,9018,Peter,PER
2470,9025,Peter,PER
2471,9026,Guds,PER
2472,9031,Hamborg,LOC
2473,9049,Amerika,LOC
2474,9056,Trine,PER
2475,9057,Hamborg,LOC
2476,9059,Jetzow,LOC
2477,9059,Skærnewitze,LOC
2478,9063,Halle,PER
2479,9066,v. Hindenborg,PER
2480,9077,Feldv,PER
2481,9084,Peter,PER
2482,9091,Rusland,LOC
2483,9094,Peter,PER
2484,9100,Jetzow,PER
2485,9102,Sanitåter,PER
2486,9104,Lodz,LOC
2487,9105,Halle,PER
2488,9109,Frankfurt,LOC
2489,9109,Werben,PER
2490,9109,Wittenberg,LOC
2491,9110,Hamborg,LOC
2492,9112,Hamborg,LOC
2493,9117,Hamborg Hovedbanegård,LOC
2494,9118,Hamborg,LOC
2495,9123,Hamborg,LOC
2496,9123,Peter,PER
2497,9124,Abling,PER
2498,9124,Peter,PER
2499,9124,Hamborg,LOC
2500,9131,Hamborg,LOC
2501,9134,Peter,PER
2502,9139,Trine,PER
2503,9139,Peter,PER
2504,9140,P. Varming,PER
2505,9140,Amalie,PER
2506,9140,Amalie,PER
2507,9145,Maren Johansen,PER
2508,9145,Trine,PER
2509,9148,Peter,PER
2510,9155,Hamborg,LOC
2511,9156,Trine,PER
2512,9162,Konov,PER
2513,9166,Erna Bøjen,PER
2514,9168,Oberleutn,PER
2515,9181,Signe,PER
2516,9181,Trine,PER
2517,9185,Skærbæk,LOC
2518,9200,Peter,PER
2519,9208,Signe,PER
2520,9208,Asmus Rahr,PER
2521,9208,Signe,PER
2522,9214,Asmus,PER
2523,9219,j eg,PER
2524,9220,P. Gads,PER
2525,9231,Margrete Rahr,PER
2526,9231,Marie Rahr,PER
2527,9231,Maria,PER
2528,9235,Maria,PER
2529,9238,Maria,PER
2530,9239,Trine,PER
2531,9240,Trine,PER
2532,9241,Peter,PER
2533,9242,Trine,PER
2534,9244,R.,PER
2535,9250,Åbling,LOC
2536,9250,Hamborg,LOC
2537,9251,Berlin,LOC
2538,9252,Tønder,LOC
2539,9252,Peter,PER
2540,9252,Hamborg,LOC
2541,9259,Peter,PER
2542,9270,Ponnejevitz,ORG
2543,9270,M.,ORG
2544,9270,Batl,ORG
2545,9271,Peter,PER
2546,9274,Peter,PER
2547,9274,Konov,PER
2548,9274,Feldv,ORG
2549,9280,Majhof Stamp,PER
2550,9281,Bromberg,PER
2551,9284,Trine,PER
2552,9285,Konov,PER
2553,9287,Bromberg,LOC
2554,9288,Konovs,PER
2555,9297,Rusland,LOC
2556,9302,Jes Mærsk,PER
2557,9312,Skærbæk,LOC
2558,9312,Hamborg,LOC
2559,9312,Hamborg,LOC
2560,9314,Hamborg Hovedbanegård,LOC
2561,9324,Søren Møller,PER
2562,9324,M.,ORG
2563,9329,Bromberg,PER
2564,9330,Rusland,LOC
2565,9352,Konov,PER
2566,9355,Fritz Schwarz,PER
2567,9356,Peter,PER
2568,9361,Müllhausen,LOC
2569,9362,Thelegram,PER
2570,9367,Peter,PER
2571,9369,Spandau,LOC
2572,9369,Bromberg an,LOC
2573,9370,Hamborg,LOC
2574,9371,Berlin,LOC
2575,9371,Spandau,LOC
2576,9373,Vittenberge,LOC
2577,9394,Berlin,LOC
2578,9394,Spandau,LOC
2579,9394,Bromberg,LOC
2580,9396,Berlin,LOC
2581,9397,Märsk,LOC
2582,9403,Peter,PER
2583,9406,j eg,PER
2584,9413,Peter,PER
2585,9414,Trinelil,PER
2586,9415,Schwerin,LOC
2587,9417,Bromberg,PER
2588,9417,Bromberg,PER
2589,9418,Bromberg,PER
2590,9420,lee,PER
2591,9421,Konov,PER
2592,9431,Trinelil,PER
2593,9440,Skibelund,LOC
2594,9441,Gram skov,LOC
2595,9449,Peter,PER
2596,9450,Peter,PER
2597,9451,Trinelil,PER
2598,9453,Mülhausen,LOC
2599,9458,Bromberg,PER
2600,9458,Theatret,LOC
2601,9459,Ribe,LOC
2602,9462,Konov,PER
2603,9467,Peter,PER
2604,9471,Hamborger Post,ORG
2605,9477,Musse,PER
2606,9498,Trine,PER
2607,9501,Peter,PER
2608,9505,Arras,ORG
2609,9510,Trine,PER
2610,9514,hænter Post,PER
2611,9515,Rusland,LOC
2612,9517,Konov,PER
2613,9518,Konov,PER
2614,9528,lange,PER
2615,9528,Peter,PER
2616,9529,Trinelil,PER
2617,9531,Hamborg,LOC
2618,9533,Hamborg,LOC
2619,9534,Frankfurt a / M,LOC
2620,9534,Cøln,LOC
2621,9534,München-Glatbach,LOC
2622,9537,Frankfurt,LOC
2623,9543,Georg,PER
2624,9557,München,LOC
2625,9557,Frankfurt a / M.,LOC
2626,9557,Glatbach,LOC
2627,9559,Frankfurt,LOC
2628,9561,Stendal,LOC
2629,9587,Besitz,PER
2630,9587,Goethe,PER
2631,9587,Geburtshaus,PER
2632,9592,Schillergaden No .,LOC
2633,9595,Caffe,ORG
2634,9599,langer,PER
2635,9606,Frankfurt,LOC
2636,9623,Schillergaden No 111,LOC
2637,9629,Bismarckpladsen,LOC
2638,9633,kanske,PER
2639,9635,Regt,LOC
2640,9644,Peter,PER
2641,9659,II Batl,ORG
2642,9680,Rendsburg,LOC
2643,9696,Frankrig,LOC
2644,9702,Konow,PER
2645,9706,München Glattbach,LOC
2646,9709,Madsen,PER
2647,9709,Kloster,LOC
2648,9711,Konov,PER
2649,9716,Bromberg,PER
2650,9723,Konov,PER
2651,9724,Rusland,LOC
2652,9726,Major,PER
2653,9735,Konov,PER
2654,9738,Bryggehuset,LOC
2655,9739,Konov,PER
2656,9740,J. Barsballe,PER
2657,9742,Arras,LOC
2658,9748,Feldv,PER
2659,9751,Madsen,PER
2660,9754,M.,ORG
2661,9758,Heeresberetningen,PER
2662,9759,Peter,PER
2663,9759,Jens,PER
2664,9762,Sine Kjær,PER
2665,9762,Niels,PER
2666,9766,Caffe,ORG
2667,9770,M.,ORG
2668,9781,Peter,PER
2669,9795,Rusland,LOC
2670,9795,Tyskland,LOC
2671,9796,Hans Nissen,PER
2672,9796,Østen,LOC
2673,9798,Rusland,LOC
2674,9802,Trine,PER
2675,9805,Trine,PER
2676,9818,Peterlil,PER
2677,9820,Blyandt,PER
2678,9825,Peter,PER
2679,9832,Hejdelberg,PER
2680,9837,Peter,PER
2681,9847,Trine,PER
2682,9850,Peter,PER
2683,9869,Ilse,PER
2684,9870,Hindenburg,LOC
2685,9873,Peter,PER
2686,9879,Mühlhausen,LOC
2687,9883,Trine,PER
2688,9885,Carl Clasen,PER
2689,9885,Marne,LOC
2690,9885,S.,ORG
2691,9898,Uffe,PER
2692,9901,Bakkely,PER
2693,9905,Marsk,PER
2694,9905,Konov,PER
2695,9912,Konov,PER
2696,9919,Haderslev,LOC
2697,9926,Peter,PER
2698,9936,Konov,PER
2699,9936,Peter,PER
2700,9937,Feldv,PER
2701,9938,Trine,PER
2702,9940,Trine,PER
2703,9944,M.Glatbach,PER
2704,9949,Gud,PER
2705,9951,Gefr,ORG
2706,9952,Baumanns,PER
2707,9952,Major Beerbohm,PER
2708,9952,Bromberg,PER
2709,9952,Hoffmannsstr,PER
2710,9955,Berlin,LOC
2711,9957,Peter,PER
2712,9961,Feldb,ORG
2713,9970,Mühlhausen,PER
2714,9975,Gud,PER
2715,9977,Feldburg,LOC
2716,9978,Mühlhausen,ORG
2717,9978,Feddersen,PER
2718,9978,Skærbæk,LOC
2719,9981,Mühlhausen,LOC
2720,9981,Colmar,LOC
2721,9981,Strassburg,LOC
2722,9982,Grense,LOC
2723,9982,Belgien,LOC
2724,9983,Namur,LOC
2725,9984,Laon,LOC
2726,9990,Siegfried Stilling,PER
2727,9999,Konow,PER
2728,10001,Konow,PER
2729,10010,Elsass,LOC
2730,10024,Ravnholdt,PER
2731,10041,Hindenburg,LOC
2732,10052,Hindenburg,PER
2733,10076,Konov,PER
2734,10078,Konov,PER
2735,10078,Feldveblen,PER
2736,10081,Peter,PER
2737,10099,Gud,PER
2738,10100,Peter,PER
2739,10116,Peter,PER
2740,10117,Konov,PER
2741,10124,Staden Laon,LOC
2742,10143,Wi,PER
2743,10146,Hans Nissen,PER
2744,10147,Uffe,PER
2745,10158,Frankrig,LOC
2746,10163,Marias,PER
2747,10165,Peter,PER
2748,10169,Spandau,PER
2749,10172,Feldv.s,PER
2750,10179,Peter,PER
2751,10192,Rusland,LOC
2752,10192,Feldburg,LOC
2753,10195,Laon,LOC
2754,10199,Frankrig,LOC
2755,10211,Linnet Skov,LOC
2756,10227,Marne,PER
2757,10229,Jakob Clasen,PER
2758,10229,Marne,PER
2759,10229,deich,PER
2760,10230,Holstein,PER
2761,10233,Pindsen,LOC
2762,10237,Trine,PER
2763,10241,Peter,PER
2764,10250,Major,PER
2765,10253,Bromberg,LOC
2766,10253,eg,PER
2767,10255,Peter,PER
2768,10260,Lukowski,PER
2769,10282,Baumann,PER
2770,10294,Steffen,PER
2771,10294,Otto u Sziencak,PER
2772,10298,Wilhelm,PER
2773,10299,Wilhelm Konow,PER
2774,10300,Trine,PER
2775,10301,Berlin,LOC
2776,10301,Hamburg,LOC
2777,10303,Bromberg,PER
2778,10307,Hindenburg,LOC
2779,10310,Berlin,LOC
2780,10311,Bromberg,PER
2781,10312,Peter,PER
2782,10314,Frankrig,LOC
2783,10315,Major,PER
2784,10319,Major,PER
2785,10347,Marne,PER
2786,10353,Holstein,LOC
2787,10356,Hindenburg,LOC
2788,10367,Toftlund,LOC
2789,10386,Oles Gård,PER
2790,10388,Toftlund,LOC
2791,10388,Ribe,LOC
2792,10393,Anna,PER
2793,10393,Jørns,PER
2794,10395,T.,PER
2795,10397,Kirstine Lastein,PER
2796,10400,Chr. Olsen,PER
2797,10400,Skærbæk,LOC
2798,10400,Hermine Konow,PER
2799,10400,Zollenspitzer,ORG
2800,10400,Bez,ORG
2801,10401,Hamburg,LOC
2802,10406,Trine,PER
2803,10407,Eilers,PER
2804,10410,Rigsdagen,ORG
2805,10414,Peter,PER
2806,10420,Rigsdagen,ORG
2807,10423,Trinelil,PER
2808,10426,Peter,PER
2809,10426,Peter,PER
