,sentence_id,text,type
2810,10427,Hans Nissen,PER
2811,10429,Uffe,PER
2812,10430,Laon,PER
2813,10437,Uffe,PER
2814,10438,Oles,PER
2815,10441,Peter,PER
2816,10442,Peter,PER
2817,10445,Stedfort,LOC
2818,10447,Peter,PER
2819,10453,Peter,PER
2820,10453,Peter,PER
2821,10454,Hans Nissen,PER
2822,10458,Rigsdagen,ORG
2823,10460,Laon,PER
2824,10462,Feldwebel,PER
2825,10473,Peter,PER
2826,10476,Dorthea Bejer,PER
2827,10477,Chr.,PER
2828,10478,Trine,PER
2829,10498,Thelephonet,PER
2830,10507,v.,PER
2831,10507,Bellmann Hohlweg,PER
2832,10507,Delfrig,PER
2833,10531,Uffes,PER
2834,10537,Skærbæk,LOC
2835,10538,Peter,PER
2836,10557,H. Nissen,PER
2837,10557,Laon,LOC
2838,10559,Peter,PER
2839,10562,Major,PER
2840,10571,Konow,PER
2841,10571,Feldw,PER
2842,10573,Feldv,PER
2843,10584,Colligir,PER
2844,10589,Ole,PER
2845,10589,Hans Mouritzen,PER
2846,10589,Ole,PER
2847,10589,Maren,PER
2848,10591,Hans Mouritzen,PER
2849,10601,Bromberg,ORG
2850,10602,Peter,PER
2851,10609,Barsballe,LOC
2852,10610,Chathrine Mærsk,PER
2853,10614,Möller,PER
2854,10621,Peter,PER
2855,10624,Ravnholt,LOC
2856,10626,Liebesgruss Salut d'amour,PER
2857,10635,Guds,PER
2858,10636,Guds,PER
2859,10642,Trine,PER
2860,10648,Guds,PER
2861,10654,Peter,PER
2862,10659,Bruyeres,PER
2863,10660,Athies,LOC
2864,10661,Laon,LOC
2865,10664,Chevregny,LOC
2866,10664,Staubækken,LOC
2867,10665,fr.,PER
2868,10667,Tea,PER
2869,10667,Rundbjærg,PER
2870,10667,Teas,PER
2871,10667,Bovlund,LOC
2872,10667,P. Gads,PER
2873,10668,Lykke,PER
2874,10668,Alfred Lykke Gad,PER
2875,10670,P. Gad,PER
2876,10670,P. Maersk,PER
2877,10673,Østrig,LOC
2878,10693,Marne,LOC
2879,10693,Holsten,LOC
2880,10693,Hannover,LOC
2881,10693,Westfalen,LOC
2882,10695,Trine,PER
2883,10695,Hejsel,PER
2884,10695,Flensborg,LOC
2885,10696,Ravnholt,LOC
2886,10714,Bakkely,PER
2887,10714,Trines,PER
2888,10717,Thelegram,PER
2889,10717,Berlin,LOC
2890,10718,Berlin,LOC
2891,10719,Gefr,ORG
2892,10720,Zudnesowski,PER
2893,10729,Bromberg,ORG
2894,10743,Trine,PER
2895,10750,Nordslesvig,LOC
2896,10751,Grete,PER
2897,10755,Maren,PER
2898,10755,Madsen,LOC
2899,10765,Berlin,LOC
2900,10767,Konov,PER
2901,10768,Berlin,LOC
2902,10771,Ordonansen,PER
2903,10771,Konovs,PER
2904,10771,Berlin,LOC
2905,10774,Guds,PER
2906,10775,Hamburg,LOC
2907,10775,Berlin,LOC
2908,10776,Konov,PER
2909,10776,Berlin,LOC
2910,10777,Konov,PER
2911,10779,Konovs,PER
2912,10792,Maren Sørensen,PER
2913,10794,Fritz Schwarz,PER
2914,10795,Braunsberg,PER
2915,10806,Maren,PER
2916,10807,Konov,PER
2917,10808,Gud,PER
2918,10809,Thelegram,PER
2919,10809,Berlin,LOC
2920,10810,Konov,PER
2921,10810,Berlin,LOC
2922,10810,Laz,LOC
2923,10810,Konov,PER
2924,10811,Konov,PER
2925,10811,Berlin,LOC
2926,10822,Peter,PER
2927,10823,Thomas Nielsen,PER
2928,10823,Ole,PER
2929,10825,Gud,PER
2930,10826,Trine,PER
2931,10829,Peter,PER
2932,10843,Hindenburg,LOC
2933,10845,Peter,PER
2934,10845,Mærsk,PER
2935,10847,Landaueren,PER
2936,10847,Regt,PER
2937,10848,Køkkenunderoffz,ORG
2938,10850,Major,PER
2939,10851,Peter,PER
2940,10855,Cöln,LOC
2941,10858,Major,PER
2942,10861,Laz,LOC
2943,10864,Trine,PER
2944,10881,Hindenborg,LOC
2945,10883,Hindenborg,LOC
2946,10886,Harzen,LOC
2947,10886,Major,PER
2948,10887,Politiken,ORG
2949,10888,Maren,PER
2950,10888,Stenderup,LOC
2951,10889,Madsen,PER
2952,10890,Ribe,LOC
2953,10895,Peter,PER
2954,10905,Regulski,PER
2955,10908,Trines,PER
2956,10908,Trine,PER
2957,10911,Trine,PER
2958,10918,Astrid,PER
2959,10918,Trine,PER
2960,10919,Per,PER
2961,10924,Abeline Kjær,PER
2962,10924,Peter,PER
2963,10925,Angerburg,ORG
2964,10928,Peters,PER
2965,10932,Peter,PER
2966,10939,Maren,PER
2967,10943,Kö,ORG
2968,10943,l,ORG
2969,10944,Henningsen,PER
2970,10947,Trine,PER
2971,10951,Trine,PER
2972,10956,Peter,PER
2973,10963,Cessieres,PER
2974,10965,H. Susemihl,PER
2975,10970,Henningsen,PER
2976,10971,Henningsen,PER
2977,10971,Danmark,LOC
2978,10974,Peter,PER
2979,10976,Henningsen,PER
2980,10976,M. Sørensen,PER
2981,10978,Maren,PER
2982,10987,Trine,PER
2983,10995,Cessieres,PER
2984,10998,H. Wolff,PER
2985,11003,Hamburg,LOC
2986,11011,Konov,PER
2987,11023,Trine,PER
2988,11028,Trines,PER
2989,11035,Peter,PER
2990,11045,Konow,PER
2991,11054,Regt,PER
2992,11055,Vodder,PER
2993,11055,Peter,PER
2994,11055,Hygum,LOC
2995,11058,Trine,PER
2996,11060,Konov,PER
2997,11079,Roagger Station,LOC
2998,11081,Konov,PER
2999,11086,Trine,PER
3000,11091,Trine,PER
3001,11091,Trine,PER
3002,11091,Gud,PER
3003,11096,Peter,PER
3004,11143,Konov,PER
3005,11144,Henningsen,PER
3006,11146,Trine,PER
3007,11148,Uffe,PER
3008,11164,Konov,PER
3009,11171,Uffe,PER
3010,11172,Tønder,LOC
3011,11180,Uffe,PER
3012,11181,Peter,PER
3013,11184,Uffe,PER
3014,11186,Konov,PER
3015,11186,Uffe,PER
3016,11194,Per Hansen,PER
3017,11214,Kreis Hadersleben,PER
3018,11224,Malmason,LOC
3019,11225,Uffe,PER
3020,11227,Gad,PER
3021,11234,Uffe,PER
3022,11236,Uffe,PER
3023,11238,Uffe,PER
3024,11241,Konov,PER
3025,11242,Uffe,PER
3026,11243,hans Leutn,PER
3027,11244,Laon,LOC
3028,11244,Laon,LOC
3029,11248,Peter,PER
3030,11252,Uffe,PER
3031,11255,Crepy,LOC
3032,11255,Konov,PER
3033,11256,Uffe han,PER
3034,11257,Regt,PER
3035,11260,Laon,PER
3036,11261,Laon,PER
3037,11268,Madsen,PER
3038,11268,Konov,PER
3039,11269,Uffe,PER
3040,11274,Havren,LOC
3041,11274,Vodder,LOC
3042,11275,Danmark,LOC
3043,11278,Stendal,LOC
3044,11281,Trine,PER
3045,11288,Uffe,PER
3046,11290,Madsen,PER
3047,11290,Konov,PER
3048,11291,Uffe,PER
3049,11295,Konov,PER
3050,11296,Uffe,PER
3051,11301,Laon,PER
3052,11301,Skærbæk,LOC
3053,11302,Uffe,PER
3054,11306,Iver,PER
3055,11307,P. Jensen,PER
3056,11307,Iver,PER
3057,11308,Trine,PER
3058,11308,Signe,PER
3059,11309,Trine,PER
3060,11309,Peter,PER
3061,11309,Uffe,PER
3062,11311,Peterlil,PER
3063,11312,Trinelil,PER
3064,11321,Signe,PER
3065,11324,Musse,PER
3066,11327,Trine,PER
3067,11328,Madsen,PER
3068,11338,Trine,PER
3069,11338,Henningsen,PER
3070,11343,Cøln,PER
3071,11344,Rusland,LOC
3072,11345,Skærbæk,LOC
3073,11348,Oberstleutn,PER
3074,11351,Peter,PER
3075,11355,Walter Henningsen,PER
3076,11358,Konov,PER
3077,11362,Niels Kjær,PER
3078,11365,Niels Kjær,PER
3079,11373,Jensen,PER
3080,11373,Skærbæk,LOC
3081,11375,Peter,PER
3082,11381,W. Gård,PER
3083,11385,Regeringen,ORG
3084,11386,Konov,PER
3085,11390,Konov,PER
3086,11391,Konov,PER
3087,11392,Åbling,LOC
3088,11394,W.,PER
3089,11402,Signe,PER
3090,11409,Konov,PER
3091,11410,Fyn,LOC
3092,11411,Trine,PER
3093,11416,Johannes Petersen,PER
3094,11416,Hygum,LOC
3095,11417,Trine,PER
3096,11421,Trinelil,PER
3097,11441,Peter,PER
3098,11443,Konov,PER
3099,11447,Batl,ORG
3100,11450,Trine,PER
3101,11452,Regt,PER
3102,11455,Frau Geheimråd,PER
3103,11455,Berlin-Schoneberg,LOC
3104,11459,Konov,PER
3105,11459,Heinrich,PER
3106,11459,Stendal,LOC
3107,11460,Walter Henningsen,PER
3108,11461,Anna,PER
3109,11461,Jørn,PER
3110,11464,Peter,PER
3111,11465,Trineli,PER
3112,11469,Musse,PER
3113,11479,Peter,PER
3114,11494,Henningsen,PER
3115,11513,Hamborg,LOC
3116,11514,Zollenspitze,ORG
3117,11514,Konov,PER
3118,11522,Hygum,LOC
3119,11527,Walter,PER
3120,11534,Mærsk,ORG
3121,11537,Peter,PER
3122,11553,Konow,PER
3123,11554,Peter,PER
3124,11557,Bromberg,PER
3125,11564,Peterlein,PER
3126,11576,aren schon,PER
3127,11579,Spater,PER
3128,11586,Bromberg,LOC
3129,11595,z. Z. Urlaub,PER
3130,11596,Roagger,PER
3131,11596,Kreis Hadersleben,PER
3132,11599,Konow,PER
3133,11599,l.R.von Hindenburg,PER
3134,11601,Berlin,LOC
3135,11604,Major,PER
3136,11610,Peter,PER
3137,11615,Ilse Beerbohm,PER
3138,11620,Laon,PER
3139,11621,Bromberg,PER
3140,11621,Regt,PER
3141,11629,Laon,LOC
3142,11636,Oberstl,PER
3143,11639,Feldv,PER
3144,11644,Peter,PER
3145,11646,Crepy,LOC
3146,11651,Feldv,PER
3147,11652,Konov,PER
3148,11653,Heeres,PER
3149,11657,Hamborg,LOC
3150,11659,Hauptm,LOC
3151,11662,Henningsen,PER
3152,11670,Trine,PER
3153,11670,Toftlund,LOC
3154,11675,Elsass,LOC
3155,11677,Walter Henningsen,PER
3156,11679,Marle,PER
3157,11681,Mark,PER
3158,11684,Maren,PER
3159,11689,Feldv,LOC
3160,11694,Trine,PER
3161,11697,Peter,PER
3162,11698,Konov,PER
3163,11698,Peter Gad,PER
3164,11706,Elsass,LOC
3165,11721,Trine,PER
3166,11727,Peter,PER
3167,11729,Peter,PER
3168,11731,Asmus,PER
3169,11732,Signe,PER
3170,11732,Asmus,PER
3171,11734,Skak Petersens,PER
3172,11737,Hejsel,PER
3173,11738,P.J.,PER
3174,11756,Walter,PER
3175,11758,Niels Lausen,PER
3176,11760,Trine,PER
3177,11760,Cessieres,PER
3178,11769,Hamborg,LOC
3179,11775,Peter,PER
3180,11777,Marsk,LOC
3181,11784,Hindenburg Nr.,LOC
3182,11790,Musse,PER
3183,11794,Musse,PER
3184,11794,Peter,PER
3185,11796,Peter,PER
3186,11801,Gud,PER
3187,11805,Musse,PER
3188,11806,Peter,PER
3189,11809,Valter,PER
3190,11819,Mærsk,PER
3191,11821,Oberstl,PER
3192,11829,Rusland,LOC
3193,11834,Trine,PER
3194,11836,Peter,PER
3195,11837,Musse,PER
3196,11856,Hamborg,LOC
3197,11862,Roagger Sogn,LOC
3198,11862,Konov,PER
3199,11862,Feldv,PER
3200,11869,Rusland,LOC
3201,11871,Rusland,LOC
3202,11872,Trines,PER
3203,11874,Walters,PER
3204,11877,Peter,PER
3205,11885,Offz,ORG
3206,11891,Trine,PER
3207,11894,Peter,PER
3208,11897,Konov,PER
3209,11914,Peter Højer,PER
3210,11915,Peter,PER
3211,11916,Peter,PER
3212,11921,Sine Nielsen,PER
3213,11922,Walter,PER
3214,11923,Jens Barsballe,PER
3215,11924,Rusland,LOC
3216,11932,Hamborg,LOC
3217,11932,Guds,PER
3218,11933,Peter,PER
3219,11935,Peter,PER
3220,11939,Dorthea,PER
3221,11940,Trine,PER
3222,11940,P. Gad,PER
3223,11940,Signe,PER
3224,11942,Trine,PER
3225,11943,Trine,PER
3226,11945,Moer,PER
3227,11948,Moer,PER
3228,11949,Faer,PER
3229,11949,Moer,PER
3230,11949,Trine,PER
3231,11951,Trine,PER
3232,11954,Rusland,LOC
3233,11956,Trine,PER
3234,11958,Trine,PER
3235,11958,Guds,PER
3236,11959,Peter,PER
3237,11959,Trine,PER
3238,11959,Gud,PER
3239,11962,Trine,PER
3240,11964,Peter,PER
3241,11965,Marie,PER
3242,11965,Dorthea,PER
3243,11968,Niels,PER
3244,11968,Trine,PER
3245,11972,Trine,PER
3246,11978,Trine,PER
3247,11978,Moer,PER
3248,11981,Peter,PER
3249,11983,Trine,PER
3250,11984,Gud,PER
3251,11986,Bromberg,LOC
3252,11986,Trine,PER
3253,11990,Rusland,LOC
3254,11998,Konow,PER
3255,12000,Spandau,LOC
3256,12009,Trinelil,PER
3257,12013,Rusland,LOC
3258,12015,Rendsborg,PER
3259,12015,Ersatz Batl,ORG
3260,12016,Haderslev,LOC
3261,12016,Flensborg,LOC
3262,12022,Walter,PER
3263,12024,Peter,PER
3264,12036,Trine,PER
3265,12037,Trines,PER
3266,12044,Gud,PER
3267,12048,Trine,PER
3268,12052,Spandau,LOC
3269,12053,Feldv,PER
3270,12071,Bromberg,PER
3271,12072,Peter,PER
3272,12076,Konov,PER
3273,12076,Feldv,PER
3274,12085,Gud,PER
3275,12085,Trinelil,PER
3276,12089,Anna Gad,PER
3277,12091,Trine,PER
3278,12098,Peter,PER
3279,12103,Mark,PER
3280,12103,Dorthea,PER
3281,12103,Adstrid,PER
3282,12109,Peter,PER
3283,12110,Trine,PER
3284,12114,Peter,PER
3285,12118,Uffe,PER
3286,12119,Trine G. Mærsk,PER
3287,12120,Holst,PER
3288,12130,Trine,PER
3289,12137,Gud,PER
3290,12144,Anna,PER
3291,12145,Peter,PER
3292,12151,Gud,PER
3293,12151,Gud,PER
3294,12152,Musse,PER
3295,12152,Gud,PER
3296,12161,Jan.,PER
3297,12161,Louce le Cerny,PER
3298,12161,Cessieres,LOC
3299,12161,Jan,PER
3300,12164,Trine,PER
3301,12170,Peter,PER
3302,12171,Guds,PER
3303,12177,Gud,PER
3304,12184,Feldv,PER
3305,12185,Køln,LOC
3306,12187,P. Jensen,PER
3307,12193,Trine,PER
3308,12194,S.,PER
3309,12195,Møller,PER
3310,12195,Bryssel,LOC
3311,12196,Peter,PER
3312,12209,Uffe,PER
3313,12209,Uffe,PER
3314,12212,Regt,ORG
3315,12222,V.-,PER
3316,12226,Anna,PER
3317,12227,Dorthea,PER
3318,12229,Signe,PER
3319,12230,Anna,PER
3320,12241,Uffe,PER
3321,12242,Overjersdal,LOC
3322,12242,Vojens Skærbæk,LOC
3323,12258,Belgien,LOC
3324,12265,Valter,PER
3325,12275,J. Petersen,PER
3326,12275,Hygum,LOC
3327,12275,Signe Gad,PER
3328,12275,Peter,PER
3329,12277,Walter,PER
3330,12277,sine,PER
3331,12277,Konow,PER
3332,12278,Grandlup,LOC
3333,12280,Feldw,PER
3334,12283,Nachrichten Komp,ORG
3335,12285,Konow,PER
3336,12292,Offz,PER
3337,12303,Musse,PER
3338,12304,drille,PER
3339,12307,Peter,PER
3340,12323,Trine,PER
3341,12325,Musse,PER
3342,12327,Gud,PER
3343,12327,Trine,PER
3344,12329,Konow,PER
3345,12335,Viviase,ORG
3346,12348,Nordslesvig,LOC
3347,12352,Trine,PER
3348,12357,England,LOC
3349,12357,Frankrig,LOC
3350,12361,Feldv,PER
3351,12368,Eisner,PER
3352,12382,Bromberg,PER
3353,12394,Onne,PER
3354,12396,Peter,PER
3355,12397,Uffe,PER
3356,12402,Trine,PER
3357,12416,Iver,PER
3358,12416,Ellen,PER
3359,12420,Trine,PER
3360,12420,Peter,PER
3361,12423,Hamborg,LOC
3362,12426,Trine,PER
3363,12429,Uffe,PER
3364,12431,Holst,PER
3365,12438,Lieb Peterlein,PER
3366,12444,Urlaub,LOC
3367,12446,Oberstl,PER
3368,12449,Heinrichs,PER
3369,12462,Lieber,PER
3370,12462,Peter,PER
3371,12463,Hamburg,LOC
3372,12469,Holst,PER
3373,12473,Lieber,PER
3374,12473,Peter,PER
3375,12474,Zollenspieker,PER
3376,12483,Hamburg,LOC
3377,12488,Wilhelm,PER
3378,12490,Hamburg,LOC
3379,12493,Sonst giebts,PER
3380,12495,Hamburg,LOC
3381,12496,Peter,PER
3382,12519,Apfel,PER
3383,12524,Viele herzl,PER
3384,12534,Trine,PER
3385,12536,Peter,PER
3386,12540,Hindenburg,ORG
3387,12545,Laon,LOC
3388,12545,Regt,PER
3389,12546,Peter,PER
3390,12547,Postvæsenet,ORG
3391,12551,Bromberg,PER
3392,12553,Bromberg,LOC
3393,12555,Hindenborg,LOC
3394,12556,Laon,LOC
3395,12556,Charleville,LOC
3396,12556,Saarbrücken,LOC
3397,12556,Kreuznach,LOC
3398,12558,Hindenborg,LOC
3399,12558,Oranienhof,LOC
3400,12561,Bromberg,PER
3401,12562,Frankfurt a / M,LOC
3402,12563,Erfurt,LOC
3403,12563,Berlin,LOC
3404,12567,Frankfurt a / O,LOC
3405,12568,Schneidermühl,PER
3406,12568,Bromberg,PER
3407,12578,Berlin,LOC
3408,12582,Berlin,LOC
3409,12585,Trine,PER
3410,12585,Berlin,LOC
3411,12587,Peter,PER
3412,12589,Peter,PER
3413,12593,Berlin,LOC
3414,12595,Bromberg,PER
3415,12597,Musse,PER
3416,12598,Regt,ORG
3417,12604,Bromberg,LOC
3418,12608,Henningsens,PER
3419,12612,Regt,PER
3420,12614,Konov,PER
3421,12616,Musse,PER
3422,12619,Peter,PER
3423,12620,Astrid,PER
3424,12621,Regt,ORG
3425,12643,Coln a. Rh,LOC
3426,12649,Konov,PER
3427,12649,Feldv,PER
3428,12654,Musse,PER
3429,12661,Peter,PER
3430,12664,Konov,PER
3431,12670,Bromberg,PER
3432,12672,Signe,PER
3433,12675,Musse,PER
3434,12677,Musse,PER
3435,12685,Feldv,PER
3436,12686,Peter,PER
3437,12687,Køln,LOC
3438,12687,Flensborg,LOC
3439,12689,Posthuset,LOC
3440,12692,Konov,LOC
3441,12696,Konov,PER
3442,12699,Bromberg,LOC
3443,12699,Berlin,LOC
3444,12699,Bromberg,PER
3445,12701,Caffe,ORG
3446,12701,Anne Marie Kjær,PER
3447,12702,Skærbæk,LOC
3448,12706,Anna,PER
3449,12712,Konov,PER
3450,12712,Feldv,PER
3451,12722,Lundsmarkgården,ORG
3452,12732,Peter,PER
3453,12740,Feldw,PER
3454,12748,Uffes,PER
3455,12757,Vodder,LOC
3456,12758,Grete,PER
3457,12767,Rumänien,LOC
3458,12773,Peter,PER
3459,12774,Højer,PER
3460,12778,Peter,PER
3461,12779,Signes,PER
3462,12783,Signe,PER
3463,12793,Konov,PER
3464,12795,Peter,PER
3465,12798,Trine,PER
3466,12802,Peter,PER
3467,12804,Uffe,PER
3468,12808,Frau,PER
3469,12823,Peter,PER
3470,12827,Harzen,LOC
3471,12831,Trine,PER
3472,12836,Peter,PER
3473,12848,Maren,PER
3474,12848,Stendal,PER
3475,12849,Trine,PER
3476,12850,Peter,PER
3477,12851,Musse,PER
3478,12868,Peter,PER
3479,12877,Anna,PER
3480,12877,Astrid,PER
3481,12878,Hans Beerbohm,PER
3482,12881,Konov,PER
3483,12881,Hans,PER
3484,12882,Feldv,PER
3485,12883,Konov,PER
3486,12885,Peter,PER
3487,12891,Trine,PER
3488,12907,Regt,PER
3489,12922,Mærsk,PER
3490,12930,Regt,PER
3491,12931,hænter,PER
3492,12933,Henningsen,PER
3493,12933,Regt,PER
3494,12935,Regt,PER
3495,12936,Konow,PER
3496,12937,Feldw,PER
3497,12942,Gud,PER
3498,12945,Peter,PER
3499,12952,Peter,PER
3500,12953,Trine,PER
3501,12955,Peter,PER
3502,12959,Peter,PER
3503,12972,Eisner,PER
3504,12981,Konow,PER
3505,12982,Feldv,PER
3506,12983,Konow,PER
3507,12992,Eisner,PER
3508,12996,Konow,PER
3509,12999,Uffe,PER
3510,12999,Signe,PER
3511,13000,Dorthea,PER
3512,13008,Musse,PER
3513,13009,Musse,PER
3514,13012,Musse,PER
3515,13036,Peter,PER
3516,13050,Regt,PER
3517,13052,Leutn,PER
3518,13058,Trine,PER
3519,13058,Musse,PER
3520,13061,Signe,PER
3521,13063,Uffe,PER
3522,13069,Walter Henningsen,PER
3523,13076,Konov,PER
3524,13078,Musse,PER
3525,13079,Musse,PER
3526,13079,Musse,PER
3527,13091,Marsk,LOC
3528,13105,Feldw,ORG
3529,13106,Konow,PER
3530,13110,Ellen,PER
3531,13112,Peter,PER
3532,13116,Fretey le Chateau,LOC
3533,13119,Batl,ORG
3534,13124,Uffe,PER
3535,13131,Konov,PER
3536,13137,Peter,PER
3537,13140,Konow,PER
3538,13140,Feldw,PER
3539,13143,Uffe,PER
3540,13145,Peter,PER
3541,13150,Feldw,PER
3542,13151,Konow,PER
3543,13155,Uffe,PER
3544,13163,Trine,PER
3545,13165,Trine,PER
3546,13182,Uffe,PER
3547,13183,Konow,PER
3548,13183,Uffe,PER
3549,13185,Chr. Pedersen,PER
3550,13186,Rusland,LOC
3551,13196,Trine,PER
3552,13198,Peter,PER
3553,13198,Konow,PER
3554,13198,Peter,PER
3555,13208,Oberstl,PER
3556,13211,Regt,PER
3557,13212,Major Kittel,PER
3558,13212,Regt,PER
3559,13215,Mai,LOC
3560,13218,Cöln,LOC
3561,13219,Vestfronten,LOC
3562,13221,Feldv,PER
3563,13223,Konow,PER
3564,13225,Lebensmittelbez,ORG
3565,13238,Batl,ORG
3566,13241,Uffe,PER
3567,13248,Peter,PER
3568,13250,Uffe,PER
3569,13252,Peter,PER
3570,13254,Uffe,PER
3571,13259,Regt,PER
3572,13262,Uffe,PER
3573,13265,Peter,PER
3574,13273,Peter,PER
3575,13281,Bromberg,PER
3576,13287,Beerbohm,PER
3577,13309,Feldw,ORG
3578,13310,Konow,PER
3579,13314,Ellen,PER
3580,13328,Regt,PER
3581,13332,Feldm,PER
3582,13333,Offz,PER
3583,13334,Regt,LOC
3584,13339,B.,PER
3585,13347,Hindenburg,LOC
3586,13349,Konow,PER
3587,13355,Astrid,PER
3588,13356,Trine,PER
3589,13362,Dagny Brodersen,PER
3590,13362,Ottesbøl,LOC
3591,13366,Attrups,PER
3592,13366,Skærbæk,LOC
3593,13373,Musse,PER
3594,13374,Musse,PER
3595,13374,Peter,PER
3596,13379,Hindenburg,LOC
3597,13389,Skærbæk,LOC
3598,13391,Konow,PER
3599,13394,Peter,PER
3600,13410,Leutn,PER
3601,13411,Prahl,PER
3602,13412,Haderslev,LOC
3603,13437,Konow,PER
3604,13439,Peter,PER
3605,13449,Musse,PER
3606,13450,Peter,PER
3607,13455,Holstein,LOC
3608,13457,Anna,PER
3609,13470,Konow,PER
3610,13472,Regt,PER
3611,13476,Schwerin,LOC
3612,13483,Gud,PER
3613,13484,Peter,PER
3614,13496,Konow,PER
3615,13496,Feldw,PER
3616,13503,Konow,PER
3617,13505,Walter,PER
3618,13518,Peter,PER
3619,13521,Regt,PER
3620,13522,Konow,PER
3621,13524,Regt,PER
3622,13531,Laon,LOC
3623,13533,Kittel,PER
3624,13535,Konow,PER
3625,13536,Peter,PER
3626,13539,Marne,LOC
3627,13541,Feldw,PER
3628,13542,Konow,PER
3629,13550,Leutn,PER
3630,13551,Heinrich,PER
3631,13551,Stendal,LOC
3632,13553,Guds,PER
3633,13554,Regt,PER
3634,13555,Frankrig,LOC
3635,13559,Peter,PER
3636,13566,Bryuer,LOC
3637,13566,Chemin des Dames,LOC
3638,13566,Marne,LOC
3639,13570,Lergagen,PER
3640,13571,Leut,PER
3641,13574,Regt,PER
3642,13594,Heinrich,PER
3643,13594,Stendal,LOC
3644,13594,Regt,PER
3645,13595,Batl,LOC
3646,13603,England,LOC
3647,13604,Musse,PER
3648,13607,Peter,PER
3649,13619,Trine,PER
3650,13624,Peter,PER
3651,13625,Chatillion,LOC
3652,13639,Konow,PER
3653,13640,Feldv,PER
3654,13642,Beerbohm,PER
3655,13644,Feldv,PER
3656,13648,Kittel,PER
3657,13651,Skovs,PER
3658,13651,Højer,PER
3659,13663,Hejsel,PER
3660,13688,Peter,PER
3661,13689,Offz,PER
3662,13691,Regt,LOC
3663,13691,Peter,PER
3664,13691,Peter,PER
3665,13693,Konow,PER
3666,13695,Konow,PER
3667,13697,Peter,PER
3668,13714,Signe,PER
3669,13715,Ravnholdt,PER
3670,13733,Peter,PER
3671,13740,Peter,PER
3672,13751,Skibelund Krat,LOC
3673,13767,Konow,PER
3674,13770,Peter,PER
3675,13774,Maren,PER
3676,13775,Saint du Nord,LOC
3677,13776,Trine,PER
3678,13776,Konow,PER
3679,13783,Peter,PER
3680,13791,Obling pr. Roagger,PER
3681,13791,Kreis Hadersleben,PER
3682,13818,Skærbæk,LOC
3683,13819,Skærbæk,LOC
3684,13823,Regt,PER
3685,13826,Røde Kors,ORG
3686,13830,Ludvig,PER
3687,13830,Skærbæk,LOC
3688,13852,Trine,PER
3689,13888,Fismer,LOC
3690,13890,Konov,PER
3691,13892,Peter,PER
3692,13895,Trine,PER
3693,13898,St. Gillers,LOC
3694,13898,Dravegnez,LOC
3695,13898,Cohan,LOC
3696,13898,Coulonge,LOC
3697,13902,Bazorses,LOC
3698,13906,Baracke,LOC
3699,13908,Regt,PER
3700,13920,Peter,PER
3701,13921,Trinelil,PER
3702,13931,Trinelil,PER
3703,13937,Anna,PER
3704,13939,Uffe,PER
3705,13943,Signe,PER
3706,13945,Iver,PER
3707,13950,Musse,PER
